Id,LotArea,HouseStyle,OverallCond,YearBuilt,BedroomAbvGr,SalePrice
1410,20544,2Story,6,1986,3,215000
1411,12420,2Story,5,2001,3,230000
1412,9600,1.5Fin,8,1950,3,140000
1413,7200,1Story,5,1949,2,90000
1414,10994,1Story,5,2005,2,257000
1415,13053,1.5Fin,7,1923,4,207000
1416,3635,1Story,5,2007,1,175900
1417,11340,2Story,6,1885,4,122500
1418,16545,2Story,5,1998,3,340000
1419,9204,1Story,5,1963,3,124000
1420,16381,1Story,5,1969,3,223000
1421,11700,2Story,6,1968,3,179900
1422,4043,1Story,5,1977,2,127500
1423,4435,1Story,5,2003,1,136500
1424,19690,SLvl,7,1966,4,274970
1425,9503,1Story,5,1958,2,144000
1426,10721,1Story,6,1959,3,142000
1427,10944,2Story,5,1994,3,271000
1428,10930,1.5Fin,6,1945,3,140000
1429,7200,1Story,7,1940,2,119000
1430,12546,1Story,7,1981,3,182900
1431,21930,2Story,5,2005,4,192140
1432,4928,1Story,6,1976,2,143750
1433,10800,1Story,6,1927,4,64500
1434,10261,2Story,5,2000,3,186500
1435,17400,1Story,5,1977,3,160000
1436,8400,1Story,9,1962,3,174000
1437,9000,1Story,6,1971,3,120500
1438,12444,1Story,5,2008,2,394617
1439,7407,1Story,7,1957,2,149700
1440,11584,SLvl,6,1979,3,197000
1441,11526,2.5Fin,7,1922,3,191000
1442,4426,1Story,5,2004,1,149300
1443,11003,2Story,5,2008,3,310000
1444,8854,1.5Unf,6,1916,2,121000
1445,8500,1Story,5,2004,3,179600
1446,8400,SFoyer,5,1966,3,129000
1447,26142,1Story,7,1962,3,157900
1448,10000,2Story,5,1995,3,240000
1449,11767,2Story,7,1910,2,112000
1450,1533,SFoyer,7,1970,1,92000
1451,9000,2Story,5,1974,4,136000
1452,9262,1Story,5,2008,3,287090
1453,3675,SLvl,5,2005,2,145000
1454,17217,1Story,5,2006,3,84500
1455,7500,1Story,5,2004,2,185000
1456,7917,2Story,5,1999,3,175000
1457,13175,1Story,6,1978,3,210000
1458,9042,2Story,9,1941,4,266500
1459,9717,1Story,6,1950,2,142125
1460,9937,1Story,6,1965,3,147500
